CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Depth,Keep or Not Keep,Category,Flag,NEW_CHARACTERISTIC_NAME
245,      Average after-tax income of two-or-more-person households in 2020 ($),6,Keep,remove,Category,Average after-tax income of two-or-more-person households in 2020 ($)
246,Total - Household total income groups in 2020 for private households - 100% data,0,Keep,household_total_income_groups_in_2020_for_private_households,Total,Total - Household total income groups in 2020 for private households - 100% data
247,"  Under $5,000",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"Under $5,000"
248,"  $5,000 to $9,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$5,000 to $9,999"
249,"  $10,000 to $14,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$10,000 to $14,999"
250,"  $15,000 to $19,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$15,000 to $19,999"
251,"  $20,000 to $24,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$20,000 to $24,999"
252,"  $25,000 to $29,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$25,000 to $29,999"
253,"  $30,000 to $34,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$30,000 to $34,999"
254,"  $35,000 to $39,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$35,000 to $39,999"
255,"  $40,000 to $44,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$40,000 to $44,999"
256,"  $45,000 to $49,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$45,000 to $49,999"
257,"  $50,000 to $59,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$50,000 to $59,999"
258,"  $60,000 to $69,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$60,000 to $69,999"
259,"  $70,000 to $79,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$70,000 to $79,999"
260,"  $80,000 to $89,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$80,000 to $89,999"
261,"  $90,000 to $99,999",2,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$90,000 to $99,999"
262,"  $100,000 and over",2,No Keep,household_total_income_groups_in_2020_for_private_households,Category,"$100,000 and over"
263,"    $100,000 to $124,999",4,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$100,000 to $124,999"
264,"    $125,000 to $149,999",4,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$125,000 to $149,999"
265,"    $150,000 to $199,999",4,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$150,000 to $199,999"
266,"    $200,000 and over",4,Keep,household_total_income_groups_in_2020_for_private_households,Category,"$200,000 and over"
267,Total - Household after-tax income groups in 2020 for private households - 100% data,0,Keep,household_after-tax_income_groups_in_2020_for_private_households,Total,Total - Household after-tax income groups in 2020 for private households - 100% data
268,"  Under $5,000",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"Under $5,000"
269,"  $5,000 to $9,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$5,000 to $9,999"
270,"  $10,000 to $14,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$10,000 to $14,999"
271,"  $15,000 to $19,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$15,000 to $19,999"
272,"  $20,000 to $24,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$20,000 to $24,999"
273,"  $25,000 to $29,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$25,000 to $29,999"
274,"  $30,000 to $34,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$30,000 to $34,999"
275,"  $35,000 to $39,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$35,000 to $39,999"
276,"  $40,000 to $44,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$40,000 to $44,999"
277,"  $45,000 to $49,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$45,000 to $49,999"
278,"  $50,000 to $59,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$50,000 to $59,999"
279,"  $60,000 to $69,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$60,000 to $69,999"
280,"  $70,000 to $79,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$70,000 to $79,999"
281,"  $80,000 to $89,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$80,000 to $89,999"
282,"  $90,000 to $99,999",2,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$90,000 to $99,999"
283,"  $100,000 and over",2,No Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$100,000 and over"
284,"    $100,000 to $124,999",4,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$100,000 to $124,999"
285,"    $125,000 to $149,999",4,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$125,000 to $149,999"
286,"    $150,000 and over",4,Keep,household_after-tax_income_groups_in_2020_for_private_households,Category,"$150,000 and over"
287,Total - Income statistics for economic families in private households - 100% data,0,Keep,summary,Summary,Total - Income statistics for economic families in private households - 100% data
288,  Median total income of economic family in 2020 ($),2,Keep,summary,Summary,Median total income of economic family in 2020 ($)
289,  Median after-tax income of economic family in 2020 ($),2,Keep,summary,Summary,Median after-tax income of economic family in 2020 ($)
290,  Average family size of economic families,2,Keep,summary,Summary,Average family size of economic families
291,Total - Income statistics for couple-only economic families in private households - 100% data,0,Keep,summary,Summary,Total - Income statistics for couple-only economic families in private households - 100% data
292,  Median total income of couple-only economic families in 2020 ($),2,Keep,summary,Summary,Median total income of couple-only economic families in 2020 ($)
293,  Median after-tax income of couple-only economic families in 2020 ($),2,Keep,summary,Summary,Median after-tax income of couple-only economic families in 2020 ($)
294,  Average family size of couple-only economic families,2,Keep,summary,Summary,Average family size of couple-only economic families
295,Total - Income statistics for couple-with-children economic families in private households - 100% data,0,Keep,summary,Summary,Total - Income statistics for couple-with-children economic families in private households - 100% data
296,  Median total income of couple-with-children economic families  in 2020 ($),2,Keep,summary,Summary,Median total income of couple-with-children economic families in 2020 ($)
297,  Median after-tax income of couple-with-children economic families in 2020 ($),2,Keep,summary,Summary,Median after-tax income of couple-with-children economic families in 2020 ($)
298,  Average family size of couple-with-children economic families,2,Keep,summary,Summary,Average family size of couple-with-children economic families
299,Total - Income statistics for one-parent economic families in private households - 100% data,0,Keep,summary,Summary,Total - Income statistics for one-parent economic families in private households - 100% data
300,  Median total income of one-parent economic families in 2020 ($),2,Keep,summary,Summary,Median total income of one-parent economic families in 2020 ($)
301,  Median after-tax income of one-parent economic families in 2020 ($),2,Keep,summary,Summary,Median after-tax income of one-parent economic families in 2020 ($)
